Data;acd;pesid2;gravidade
05/12/2007;175;22;12,57142857
05/12/2008;176;15;8,522727273
05/12/2009;261;22;8,429118774
05/12/2010;256;39;15,234375
05/12/2011;158;17;10,75949367
05/12/2012;179;21;11,73184358
05/12/2013;196;21;10,71428571
05/12/2014;230;16;6,956521739
05/12/2015;223;23;10,31390135
05/12/2016;153;20;13,07189542
05/12/2017;120;6;5
05/12/2018;151;10;6,622516556
05/12/2019;146;12;8,219178082
05/12/2020;228;26;11,40350877
06/01/2007;149;25;16,77852349
06/01/2008;194;20;10,30927835
06/01/2009;110;12;10,90909091
06/01/2010;150;15;10
06/01/2011;172;19;11,04651163
06/01/2012;198;18;9,090909091
06/01/2013;208;19;9,134615385
06/01/2014;148;18;12,16216216
06/01/2015;134;13;9,701492537
06/01/2016;111;8;7,207207207
06/01/2017;143;16;11,18881119
06/01/2018;182;21;11,53846154
06/01/2019;123;12;9,756097561
06/01/2020;138;11;7,971014493
06/02/2007;112;20;17,85714286
06/02/2008;126;26;20,63492063
06/02/2009;175;22;12,57142857
06/02/2010;225;25;11,11111111
06/02/2011;241;39;16,18257261
06/02/2012;180;17;9,444444444
06/02/2013;171;18;10,52631579
06/02/2014;170;16;9,411764706
06/02/2015;177;18;10,16949153
06/02/2016;285;29;10,1754386
06/02/2017;146;15;10,2739726
06/02/2018;129;10;7,751937984
06/02/2019;124;23;18,5483871
06/02/2020;146;9;6,164383562
06/03/2007;101;10;9,900990099
06/03/2008;119;19;15,96638655
06/03/2009;161;19;11,80124224
06/03/2010;214;25;11,68224299
06/03/2011;301;40;13,28903654
06/03/2012;139;12;8,633093525
06/03/2013;157;13;8,280254777
06/03/2014;149;17;11,40939597
06/03/2015;182;16;8,791208791
06/03/2016;208;36;17,30769231
06/03/2017;152;11;7,236842105
06/03/2018;149;17;11,40939597
06/03/2019;133;7;5,263157895
06/03/2020;177;17;9,604519774
06/04/2007;150;14;9,333333333
06/04/2008;204;32;15,68627451
06/04/2009;160;33;20,625
06/04/2010;159;17;10,6918239
06/04/2011;161;13;8,074534161
06/04/2012;254;33;12,99212598
06/04/2013;216;20;9,259259259
06/04/2014;261;38;14,55938697
06/04/2015;182;12;6,593406593
06/04/2016;133;17;12,78195489
06/04/2017;160;19;11,875
06/04/2018;170;14;8,235294118
06/04/2019;183;18;9,836065574
06/04/2020;110;8;7,272727273
06/05/2007;205;33;16,09756098
06/05/2008;103;11;10,67961165
06/05/2009;131;18;13,74045802
06/05/2010;155;24;15,48387097
06/05/2011;222;31;13,96396396
06/05/2012;244;23;9,426229508
06/05/2013;186;20;10,75268817
06/05/2014;163;14;8,588957055
06/05/2015;163;17;10,42944785
06/05/2016;205;18;8,780487805
06/05/2017;208;33;15,86538462
06/05/2018;161;18;11,18012422
06/05/2019;128;23;17,96875
06/05/2020;130;8;6,153846154
06/06/2007;144;19;13,19444444
06/06/2008;169;20;11,83431953
06/06/2009;218;27;12,3853211
06/06/2010;270;38;14,07407407
06/06/2011;174;17;9,770114943
06/06/2012;220;31;14,09090909
06/06/2013;169;12;7,100591716
06/06/2014;188;23;12,23404255
06/06/2015;195;23;11,79487179
06/06/2016;154;14;9,090909091
06/06/2017;140;18;12,85714286
06/06/2018;145;18;12,4137931
06/06/2019;128;15;11,71875
06/06/2020;150;18;12
06/07/2007;195;22;11,28205128
06/07/2008;155;25;16,12903226
06/07/2009;128;11;8,59375
06/07/2010;144;21;14,58333333
06/07/2011;153;15;9,803921569
06/07/2012;252;36;14,28571429
06/07/2013;242;34;14,04958678
06/07/2014;218;26;11,9266055
06/07/2015;147;13;8,843537415
06/07/2016;158;12;7,594936709
06/07/2017;144;12;8,333333333
06/07/2018;196;22;11,2244898
06/07/2019;183;26;14,20765027
06/07/2020;113;23;20,3539823
06/08/2007;103;15;14,5631068
06/08/2008;114;10;8,771929825
06/08/2009;154;11;7,142857143
06/08/2010;189;16;8,465608466
06/08/2011;256;30;11,71875
06/08/2012;167;17;10,17964072
06/08/2013;162;20;12,34567901
06/08/2014;168;9;5,357142857
06/08/2015;162;13;8,024691358
06/08/2016;183;29;15,84699454
06/08/2017;178;42;23,59550562
06/08/2018;136;22;16,17647059
06/08/2019;133;11;8,270676692
06/08/2020;109;10;9,174311927
06/09/2007;182;24;13,18681319
06/09/2008;218;39;17,88990826
06/09/2009;250;26;10,4
06/09/2010;189;17;8,994708995
06/09/2011;186;16;8,602150538
06/09/2012;237;21;8,860759494
06/09/2013;262;28;10,6870229
06/09/2014;243;37;15,22633745
06/09/2015;240;35;14,58333333
06/09/2016;129;8;6,201550388
06/09/2017;151;10;6,622516556
06/09/2018;170;25;14,70588235
06/09/2019;194;27;13,91752577
06/09/2020;190;37;19,47368421
06/10/2007;214;39;18,22429907
06/10/2008;169;20;11,83431953
06/10/2009;125;11;8,8
06/10/2010;150;24;16
06/10/2011;165;22;13,33333333
06/10/2012;292;45;15,4109589
06/10/2013;232;28;12,06896552
06/10/2014;175;18;10,28571429
06/10/2015;124;10;8,064516129
06/10/2016;156;16;10,25641026
06/10/2017;161;15;9,316770186
06/10/2018;190;19;10
06/10/2019;190;36;18,94736842
06/10/2020;129;10;7,751937984
06/11/2007;107;18;16,82242991
06/11/2008;140;19;13,57142857
06/11/2009;168;19;11,30952381
06/11/2010;244;30;12,29508197
06/11/2011;184;25;13,58695652
06/11/2012;149;11;7,382550336
06/11/2013;192;12;6,25
06/11/2014;151;16;10,59602649
06/11/2015;165;18;10,90909091
06/11/2016;152;20;13,15789474
06/11/2017;135;16;11,85185185
06/11/2018;121;9;7,438016529
06/11/2019;156;18;11,53846154
06/11/2020;131;7;5,34351145
06/12/2007;128;12;9,375
06/12/2008;216;29;13,42592593
06/12/2009;264;35;13,25757576
06/12/2010;190;18;9,473684211
06/12/2011;169;18;10,65088757
06/12/2012;177;25;14,12429379
06/12/2013;217;22;10,13824885
06/12/2014;272;36;13,23529412
06/12/2015;226;43;19,02654867
06/12/2016;130;10;7,692307692
06/12/2017;146;20;13,69863014
06/12/2018;146;14;9,589041096
06/12/2019;198;10;5,050505051
06/12/2020;197;22;11,16751269
07/01/2007;152;14;9,210526316
07/01/2008;137;16;11,67883212
07/01/2009;118;13;11,01694915
07/01/2010;146;19;13,01369863
07/01/2011;202;22;10,89108911
07/01/2012;227;37;16,29955947
07/01/2013;158;14;8,860759494
07/01/2014;162;17;10,49382716
07/01/2015;144;9;6,25
07/01/2016;140;17;12,14285714
07/01/2017;167;30;17,96407186
07/01/2018;149;19;12,75167785
07/01/2019;119;11;9,243697479
07/01/2020;112;12;10,71428571
07/02/2007;121;12;9,917355372
07/02/2008;108;12;11,11111111
07/02/2009;188;28;14,89361702
07/02/2010;261;37;14,17624521
07/02/2011;169;17;10,0591716
07/02/2012;174;9;5,172413793
07/02/2013;158;21;13,29113924
07/02/2014;199;15;7,537688442
07/02/2015;236;22;9,322033898
07/02/2016;187;26;13,90374332
07/02/2017;150;14;9,333333333
07/02/2018;122;7;5,737704918
07/02/2019;123;10;8,130081301
07/02/2020;186;13;6,989247312
07/03/2007;101;9;8,910891089
07/03/2008;142;23;16,1971831
07/03/2009;200;27;13,5
07/03/2010;230;36;15,65217391
07/03/2011;197;33;16,75126904
07/03/2012;151;24;15,89403974
07/03/2013;154;15;9,74025974
07/03/2014;210;23;10,95238095
07/03/2015;226;36;15,92920354
07/03/2016;138;14;10,14492754
07/03/2017;150;6;4
07/03/2018;141;11;7,80141844
07/03/2019;115;10;8,695652174
07/03/2020;169;11;6,50887574
07/04/2007;147;20;13,60544218
07/04/2008;140;19;13,57142857
07/04/2009;130;21;16,15384615
07/04/2010;135;11;8,148148148
07/04/2011;187;32;17,11229947
07/04/2012;212;21;9,905660377
07/04/2013;214;37;17,28971963
07/04/2014;158;25;15,82278481
07/04/2015;152;7;4,605263158
07/04/2016;165;17;10,3030303
07/04/2017;165;8;4,848484848
07/04/2018;193;32;16,58031088
07/04/2019;205;19;9,268292683
07/04/2020;94;10;10,63829787
07/05/2007;129;18;13,95348837
07/05/2008;130;19;14,61538462
07/05/2009;128;9;7,03125
07/05/2010;236;29;12,28813559
07/05/2011;295;44;14,91525424
07/05/2012;175;17;9,714285714
07/05/2013;155;20;12,90322581
07/05/2014;155;16;10,32258065
07/05/2015;146;12;8,219178082
07/05/2016;218;32;14,67889908
07/05/2017;188;28;14,89361702
07/05/2018;152;18;11,84210526
07/05/2019;145;8;5,517241379
07/05/2020;120;20;16,66666667
07/06/2007;143;20;13,98601399
07/06/2008;198;35;17,67676768
07/06/2009;217;20;9,216589862
07/06/2010;162;10;6,172839506
07/06/2011;171;22;12,86549708
07/06/2012;197;20;10,15228426
07/06/2013;207;25;12,07729469
07/06/2014;219;35;15,98173516
07/06/2015;219;26;11,87214612
07/06/2016;158;16;10,12658228
07/06/2017;154;19;12,33766234
07/06/2018;154;13;8,441558442
07/06/2019;176;18;10,22727273
07/06/2020;146;23;15,75342466
07/07/2007;215;31;14,41860465
07/07/2008;126;17;13,49206349
07/07/2009;153;17;11,11111111
07/07/2010;162;18;11,11111111
07/07/2011;187;22;11,76470588
07/07/2012;279;41;14,6953405
07/07/2013;236;31;13,13559322
07/07/2014;177;25;14,12429379
07/07/2015;141;10;7,092198582
07/07/2016;156;17;10,8974359
07/07/2017;184;29;15,76086957
07/07/2018;179;29;16,20111732
07/07/2019;173;31;17,91907514
07/07/2020;113;18;15,92920354
07/08/2007;114;16;14,03508772
07/08/2008;151;10;6,622516556
07/08/2009;188;21;11,17021277
07/08/2010;248;38;15,32258065
07/08/2011;256;37;14,453125
07/08/2012;148;10;6,756756757
07/08/2013;161;18;11,18012422
07/08/2014;176;15;8,522727273
07/08/2015;181;39;21,54696133
07/08/2016;237;26;10,97046414
07/08/2017;147;7;4,761904762
07/08/2018;125;12;9,6
07/08/2019;128;11;8,59375
07/08/2020;177;12;6,779661017
07/09/2007;222;24;10,81081081
07/09/2008;189;21;11,11111111
07/09/2009;208;16;7,692307692
07/09/2010;251;29;11,55378486
07/09/2011;209;24;11,48325359
07/09/2012;297;31;10,43771044
07/09/2013;285;39;13,68421053
07/09/2014;228;32;14,03508772
07/09/2015;196;18;9,183673469
07/09/2016;150;11;7,333333333
07/09/2017;161;24;14,9068323
07/09/2018;187;24;12,8342246
07/09/2019;182;18;9,89010989
07/09/2020;161;18;11,18012422
07/10/2007;208;41;19,71153846
07/10/2008;139;16;11,51079137
07/10/2009;161;22;13,66459627
07/10/2010;189;18;9,523809524
07/10/2011;175;28;16
07/10/2012;233;26;11,15879828
07/10/2013;174;28;16,09195402
07/10/2014;152;14;9,210526316
07/10/2015;152;9;5,921052632
07/10/2016;180;18;10
07/10/2017;190;29;15,26315789
07/10/2018;175;20;11,42857143
07/10/2019;165;14;8,484848485
07/10/2020;134;13;9,701492537
07/11/2007;108;11;10,18518519
07/11/2008;215;31;14,41860465
07/11/2009;239;28;11,71548117
07/11/2010;214;28;13,08411215
07/11/2011;165;20;12,12121212
07/11/2012;155;18;11,61290323
07/11/2013;165;19;11,51515152
07/11/2014;230;44;19,13043478
07/11/2015;193;18;9,32642487
07/11/2016;167;9;5,389221557
07/11/2017;135;17;12,59259259
07/11/2018;115;7;6,086956522
07/11/2019;146;14;9,589041096
07/11/2020;191;29;15,18324607
07/12/2007;192;28;14,58333333
07/12/2008;201;24;11,94029851
07/12/2009;169;23;13,60946746
07/12/2010;166;23;13,85542169
07/12/2011;162;15;9,259259259
07/12/2012;227;23;10,13215859
07/12/2013;276;25;9,057971014
07/12/2014;255;49;19,21568627
07/12/2015;165;20;12,12121212
07/12/2016;116;17;14,65517241
07/12/2017;154;17;11,03896104
07/12/2018;137;11;8,02919708
07/12/2019;225;43;19,11111111
07/12/2020;181;18;9,944751381
08/01/2007;109;4;3,669724771
08/01/2008;126;17;13,49206349
08/01/2009;99;12;12,12121212
08/01/2010;174;37;21,26436782
08/01/2011;223;24;10,76233184
08/01/2012;228;40;17,54385965
08/01/2013;152;19;12,5
08/01/2014;155;23;14,83870968
08/01/2015;123;13;10,56910569
08/01/2016;173;13;7,514450867
08/01/2017;192;26;13,54166667
08/01/2018;150;15;10
08/01/2019;108;7;6,481481481
08/01/2020;128;6;4,6875
08/02/2007;124;11;8,870967742
08/02/2008;123;8;6,504065041
08/02/2009;225;32;14,22222222
08/02/2010;189;21;11,11111111
08/02/2011;163;13;7,975460123
08/02/2012;162;24;14,81481481
08/02/2013;229;28;12,22707424
08/02/2014;246;37;15,04065041
08/02/2015;239;24;10,041841
08/02/2016;129;9;6,976744186
08/02/2017;141;16;11,34751773
08/02/2018;138;18;13,04347826
08/02/2019;172;30;17,44186047
08/02/2020;163;23;14,11042945
08/03/2007;108;13;12,03703704
08/03/2008;201;22;10,94527363
08/03/2009;197;24;12,18274112
08/03/2010;162;15;9,259259259
08/03/2011;215;24;11,1627907
08/03/2012;180;25;13,88888889
08/03/2013;196;25;12,75510204
08/03/2014;214;25;11,68224299
08/03/2015;222;43;19,36936937
08/03/2016;134;9;6,71641791
08/03/2017;131;15;11,45038168
08/03/2018;147;16;10,88435374
08/03/2019;149;9;6,040268456
08/03/2020;197;19;9,644670051
08/04/2007;232;30;12,93103448
08/04/2008;121;12;9,917355372
08/04/2009;173;17;9,826589595
08/04/2010;148;15;10,13513514
08/04/2011;236;22;9,322033898
08/04/2012;304;39;12,82894737
08/04/2013;201;19;9,452736318
08/04/2014;170;13;7,647058824
08/04/2015;148;16;10,81081081
08/04/2016;202;26;12,87128713
08/04/2017;246;35;14,22764228
08/04/2018;165;21;12,72727273
08/04/2019;145;10;6,896551724
08/04/2020;103;8;7,766990291
08/05/2007;114;16;14,03508772
08/05/2008;139;27;19,42446043
08/05/2009;202;22;10,89108911
08/05/2010;273;35;12,82051282
08/05/2011;274;55;20,0729927
08/05/2012;155;20;12,90322581
08/05/2013;157;14;8,917197452
08/05/2014;191;23;12,04188482
08/05/2015;186;12;6,451612903
08/05/2016;238;43;18,06722689
08/05/2017;154;12;7,792207792
08/05/2018;139;11;7,913669065
08/05/2019;136;26;19,11764706
08/05/2020;131;8;6,106870229
08/06/2007;128;19;14,84375
08/06/2008;202;28;13,86138614
08/06/2009;142;12;8,450704225
08/06/2010;149;14;9,395973154
08/06/2011;175;19;10,85714286
08/06/2012;160;26;16,25
08/06/2013;239;32;13,38912134
08/06/2014;220;36;16,36363636
08/06/2015;187;18;9,625668449
08/06/2016;135;13;9,62962963
08/06/2017;146;20;13,69863014
08/06/2018;179;16;8,938547486
08/06/2019;164;15;9,146341463
08/06/2020;148;18;12,16216216
08/07/2007;233;37;15,87982833
08/07/2008;117;16;13,67521368
08/07/2009;138;11;7,971014493
08/07/2010;161;20;12,42236025
08/07/2011;254;22;8,661417323
08/07/2012;237;28;11,81434599
08/07/2013;210;17;8,095238095
08/07/2014;172;18;10,46511628
08/07/2015;124;16;12,90322581
08/07/2016;185;16;8,648648649
08/07/2017;204;29;14,21568627
08/07/2018;141;15;10,63829787
08/07/2019;154;20;12,98701299
08/07/2020;124;17;13,70967742
08/08/2007;109;18;16,51376147
08/08/2008;151;20;13,24503311
08/08/2009;230;15;6,52173913
08/08/2010;257;39;15,17509728
08/08/2011;179;24;13,40782123
08/08/2012;147;12;8,163265306
08/08/2013;158;19;12,02531646
08/08/2014;214;17;7,943925234
08/08/2015;242;23;9,504132231
08/08/2016;158;12;7,594936709
08/08/2017;142;22;15,49295775
08/08/2018;123;15;12,19512195
08/08/2019;154;12;7,792207792
08/08/2020;171;31;18,12865497
08/09/2007;180;31;17,22222222
08/09/2008;156;22;14,1025641
08/09/2009;155;14;9,032258065
08/09/2010;216;17;7,87037037
08/09/2011;170;15;8,823529412
08/09/2012;214;36;16,82242991
08/09/2013;260;50;19,23076923
08/09/2014;189;19;10,05291005
08/09/2015;225;20;8,888888889
08/09/2016;141;12;8,510638298
08/09/2017;160;18;11,25
08/09/2018;145;36;24,82758621
08/09/2019;201;21;10,44776119
08/09/2020;147;14;9,523809524
08/10/2007;151;10;6,622516556
08/10/2008;139;11;7,913669065
08/10/2009;170;12;7,058823529
08/10/2010;239;30;12,55230126
08/10/2011;281;33;11,74377224
08/10/2012;221;28;12,66968326
08/10/2013;155;21;13,5483871
08/10/2014;172;15;8,720930233
08/10/2015;154;17;11,03896104
08/10/2016;223;30;13,4529148
08/10/2017;220;41;18,63636364
08/10/2018;126;11;8,73015873
08/10/2019;131;10;7,633587786
08/10/2020;143;21;14,68531469
08/11/2007;122;11;9,016393443
08/11/2008;206;38;18,44660194
08/11/2009;207;15;7,246376812
08/11/2010;187;24;12,8342246
08/11/2011;136;13;9,558823529
08/11/2012;173;24;13,87283237
08/11/2013;200;21;10,5
08/11/2014;218;26;11,9266055
08/11/2015;187;39;20,85561497
08/11/2016;159;17;10,6918239
08/11/2017;127;24;18,8976378
08/11/2018;159;11;6,918238994
08/11/2019;185;16;8,648648649
08/11/2020;171;25;14,61988304
08/12/2007;215;37;17,20930233
08/12/2008;140;13;9,285714286
08/12/2009;160;25;15,625
08/12/2010;194;20;10,30927835
08/12/2011;182;21;11,53846154
08/12/2012;285;42;14,73684211
08/12/2013;255;49;19,21568627
08/12/2014;175;18;10,28571429
08/12/2015;130;11;8,461538462
08/12/2016;177;20;11,29943503
08/12/2017;186;14;7,52688172
08/12/2018;195;18;9,230769231
08/12/2019;199;23;11,55778894
08/12/2020;154;14;9,090909091
09/01/2007;102;18;17,64705882
09/01/2008;138;12;8,695652174
09/01/2009;152;17;11,18421053
09/01/2010;207;37;17,87439614
09/01/2011;247;32;12,95546559
09/01/2012;187;19;10,16042781
09/01/2013;167;26;15,56886228
09/01/2014;166;20;12,04819277
09/01/2015;183;16;8,743169399
09/01/2016;223;24;10,76233184
09/01/2017;163;16;9,81595092
09/01/2018;118;8;6,779661017
09/01/2019;122;9;7,37704918
09/01/2020;142;9;6,338028169
09/02/2007;132;20;15,15151515
09/02/2008;124;20;16,12903226
09/02/2009;158;24;15,18987342
09/02/2010;163;25;15,33742331
09/02/2011;150;12;8
09/02/2012;184;12;6,52173913
09/02/2013;288;46;15,97222222
09/02/2014;265;24;9,056603774
09/02/2015;183;26;14,20765027
09/02/2016;146;20;13,69863014
09/02/2017;127;12;9,448818898
09/02/2018;224;18;8,035714286
09/02/2019;148;23;15,54054054
09/02/2020;154;32;20,77922078
09/03/2007;143;17;11,88811189
09/03/2008;205;29;14,14634146
09/03/2009;131;10;7,633587786
09/03/2010;144;18;12,5
09/03/2011;212;24;11,32075472
09/03/2012;193;24;12,43523316
09/03/2013;228;24;10,52631579
09/03/2014;193;37;19,17098446
09/03/2015;163;8;4,90797546
09/03/2016;128;14;10,9375
09/03/2017;154;15;9,74025974
09/03/2018;150;18;12
09/03/2019;165;26;15,75757576
09/03/2020;165;18;10,90909091
09/04/2007;157;20;12,7388535
09/04/2008;114;20;17,54385965
09/04/2009;222;20;9,009009009
09/04/2010;183;21;11,47540984
09/04/2011;255;20;7,843137255
09/04/2012;212;26;12,26415094
09/04/2013;163;15;9,202453988
09/04/2014;160;24;15
09/04/2015;138;18;13,04347826
09/04/2016;206;34;16,50485437
09/04/2017;188;29;15,42553191
09/04/2018;139;19;13,66906475
09/04/2019;134;7;5,223880597
09/04/2020;132;19;14,39393939
09/05/2007;122;14;11,47540984
09/05/2008;152;15;9,868421053
09/05/2009;219;28;12,78538813
09/05/2010;329;69;20,97264438
09/05/2011;184;19;10,32608696
09/05/2012;176;17;9,659090909
09/05/2013;167;14;8,383233533
09/05/2014;211;22;10,42654028
09/05/2015;228;29;12,71929825
09/05/2016;147;15;10,20408163
09/05/2017;139;14;10,07194245
09/05/2018;139;11;7,913669065
09/05/2019;137;10;7,299270073
09/05/2020;139;15;10,79136691
09/06/2007;145;24;16,55172414
09/06/2008;118;21;17,79661017
09/06/2009;123;21;17,07317073
09/06/2010;163;15;9,202453988
09/06/2011;202;21;10,3960396
09/06/2012;226;30;13,27433628
09/06/2013;223;30;13,4529148
09/06/2014;189;24;12,6984127
09/06/2015;155;12;7,741935484
09/06/2016;141;10;7,092198582
09/06/2017;163;12;7,36196319
09/06/2018;185;27;14,59459459
09/06/2019;205;24;11,70731707
09/06/2020;119;10;8,403361345
09/07/2007;130;16;12,30769231
09/07/2008;120;8;6,666666667
09/07/2009;155;11;7,096774194
09/07/2010;209;35;16,74641148
09/07/2011;287;45;15,67944251
09/07/2012;164;20;12,19512195
09/07/2013;168;18;10,71428571
09/07/2014;188;21;11,17021277
09/07/2015;149;15;10,06711409
09/07/2016;206;19;9,223300971
09/07/2017;197;34;17,25888325
09/07/2018;127;5;3,937007874
09/07/2019;139;12;8,633093525
09/07/2020;108;12;11,11111111
09/08/2007;117;15;12,82051282
09/08/2008;164;28;17,07317073
09/08/2009;243;26;10,69958848
09/08/2010;198;27;13,63636364
09/08/2011;165;14;8,484848485
09/08/2012;176;22;12,5
09/08/2013;212;22;10,37735849
09/08/2014;223;29;13,0044843
09/08/2015;212;32;15,09433962
09/08/2016;137;17;12,40875912
09/08/2017;129;10;7,751937984
09/08/2018;119;5;4,201680672
09/08/2019;177;18;10,16949153
09/08/2020;193;27;13,98963731
09/09/2007;215;26;12,09302326
09/09/2008;148;19;12,83783784
09/09/2009;150;20;13,33333333
09/09/2010;176;12;6,818181818
09/09/2011;178;20;11,23595506
09/09/2012;283;30;10,60070671
09/09/2013;205;21;10,24390244
09/09/2014;160;21;13,125
09/09/2015;155;9;5,806451613
09/09/2016;173;15;8,670520231
09/09/2017;166;32;19,27710843
09/09/2018;222;20;9,009009009
09/09/2019;157;13;8,280254777
09/09/2020;128;8;6,25
09/10/2007;121;34;28,09917355
09/10/2008;131;23;17,55725191
09/10/2009;199;17;8,542713568
09/10/2010;298;26;8,724832215
09/10/2011;281;31;11,03202847
09/10/2012;168;24;14,28571429
09/10/2013;184;13;7,065217391
09/10/2014;171;13;7,602339181
09/10/2015;200;22;11
09/10/2016;210;26;12,38095238
09/10/2017;130;17;13,07692308
09/10/2018;148;10;6,756756757
09/10/2019;137;14;10,2189781
09/10/2020;223;31;13,90134529
09/11/2007;157;20;12,7388535
09/11/2008;193;22;11,39896373
09/11/2009;159;17;10,6918239
09/11/2010;154;12;7,792207792
09/11/2011;184;18;9,782608696
09/11/2012;268;32;11,94029851
09/11/2013;236;37;15,6779661
09/11/2014;248;36;14,51612903
09/11/2015;159;14;8,805031447
09/11/2016;127;10;7,874015748
09/11/2017;131;12;9,160305344
09/11/2018;182;34;18,68131868
09/11/2019;182;20;10,98901099
09/11/2020;157;15;9,554140127
09/12/2007;245;37;15,10204082
09/12/2008;154;21;13,63636364
09/12/2009;153;14;9,150326797
09/12/2010;193;24;12,43523316
09/12/2011;219;27;12,32876712
09/12/2012;285;47;16,49122807
09/12/2013;184;25;13,58695652
09/12/2014;166;11;6,626506024
09/12/2015;150;21;14
09/12/2016;171;14;8,187134503
09/12/2017;201;37;18,4079602
09/12/2018;197;30;15,2284264
09/12/2019;158;21;13,29113924
09/12/2020;127;16;12,5984252
10/01/2007;96;19;19,79166667
10/01/2008;130;18;13,84615385
10/01/2009;187;21;11,22994652
10/01/2010;209;28;13,39712919
10/01/2011;194;28;14,43298969
10/01/2012;165;22;13,33333333
10/01/2013;181;10;5,524861878
10/01/2014;210;21;10
10/01/2015;190;22;11,57894737
10/01/2016;202;21;10,3960396
10/01/2017;120;14;11,66666667
10/01/2018;125;6;4,8
10/01/2019;123;23;18,69918699
10/01/2020;162;19;11,72839506
10/02/2007;162;16;9,87654321
10/02/2008;165;27;16,36363636
10/02/2009;121;17;14,04958678
10/02/2010;151;19;12,58278146
10/02/2011;188;14;7,446808511
10/02/2012;206;19;9,223300971
10/02/2013;203;22;10,83743842
10/02/2014;170;20;11,76470588
10/02/2015;144;9;6,25
10/02/2016;160;12;7,5
10/02/2017;187;15;8,021390374
10/02/2018;216;29;13,42592593
10/02/2019;163;21;12,88343558
10/02/2020;141;10;7,092198582
10/03/2007;154;21;13,63636364
10/03/2008;133;35;26,31578947
10/03/2009;121;15;12,39669421
10/03/2010;163;10;6,134969325
10/03/2011;185;16;8,648648649
10/03/2012;262;30;11,45038168
10/03/2013;242;44;18,18181818
10/03/2014;151;18;11,9205298
10/03/2015;154;12;7,792207792
10/03/2016;141;12;8,510638298
10/03/2017;164;16;9,756097561
10/03/2018;202;27;13,36633663
10/03/2019;127;22;17,32283465
10/03/2020;155;11;7,096774194
10/04/2007;102;5;4,901960784
10/04/2008;136;17;12,5
10/04/2009;163;22;13,49693252
10/04/2010;242;30;12,39669421
10/04/2011;262;42;16,03053435
10/04/2012;191;14;7,329842932
10/04/2013;169;14;8,284023669
10/04/2014;155;20;12,90322581
10/04/2015;190;19;10
10/04/2016;214;32;14,95327103
10/04/2017;163;13;7,975460123
10/04/2018;122;14;11,47540984
10/04/2019;130;8;6,153846154
10/04/2020;74;9;12,16216216
10/05/2007;114;20;17,54385965
10/05/2008;189;22;11,64021164
10/05/2009;197;21;10,65989848
10/05/2010;225;14;6,222222222
10/05/2011;151;13;8,609271523
10/05/2012;169;10;5,917159763
10/05/2013;246;18;7,317073171
10/05/2014;244;25;10,24590164
10/05/2015;227;29;12,7753304
10/05/2016;129;11;8,527131783
10/05/2017;132;17;12,87878788
10/05/2018;135;17;12,59259259
10/05/2019;178;26;14,60674157
10/05/2020;150;13;8,666666667
10/06/2007;194;28;14,43298969
10/06/2008;142;17;11,97183099
10/06/2009;198;11;5,555555556
10/06/2010;159;17;10,6918239
10/06/2011;240;16;6,666666667
10/06/2012;256;53;20,703125
10/06/2013;188;17;9,042553191
10/06/2014;202;26;12,87128713
10/06/2015;178;9;5,056179775
10/06/2016;182;20;10,98901099
10/06/2017;218;27;12,3853211
10/06/2018;189;13;6,878306878
10/06/2019;146;16;10,95890411
10/06/2020;128;11;8,59375
10/07/2007;115;12;10,43478261
10/07/2008;126;6;4,761904762
10/07/2009;207;29;14,00966184
10/07/2010;243;47;19,34156379
10/07/2011;276;47;17,02898551
10/07/2012;163;21;12,88343558
10/07/2013;167;18;10,77844311
10/07/2014;165;13;7,878787879
10/07/2015;189;22;11,64021164
10/07/2016;219;44;20,0913242
10/07/2017;153;20;13,07189542
10/07/2018;126;22;17,46031746
10/07/2019;154;10;6,493506494
10/07/2020;160;10;6,25
10/08/2007;144;27;18,75
10/08/2008;190;20;10,52631579
10/08/2009;125;16;12,8
10/08/2010;155;16;10,32258065
10/08/2011;187;16;8,556149733
10/08/2012;178;14;7,865168539
10/08/2013;251;42;16,73306773
10/08/2014;249;31;12,4497992
10/08/2015;127;21;16,53543307
10/08/2016;167;15;8,982035928
10/08/2017;162;21;12,96296296
10/08/2018;171;15;8,771929825
10/08/2019;174;33;18,96551724
10/08/2020;138;15;10,86956522
10/09/2007;150;25;16,66666667
10/09/2008;115;20;17,39130435
10/09/2009;114;9;7,894736842
10/09/2010;189;19;10,05291005
10/09/2011;234;43;18,37606838
10/09/2012;194;21;10,82474227
10/09/2013;169;19;11,24260355
10/09/2014;146;19;13,01369863
10/09/2015;129;7;5,426356589
10/09/2016;188;21;11,17021277
10/09/2017;227;55;24,22907489
10/09/2018;145;18;12,4137931
10/09/2019;134;24;17,91044776
10/09/2020;124;18;14,51612903
10/10/2007;125;16;12,8
10/10/2008;155;17;10,96774194
10/10/2009;234;32;13,67521368
10/10/2010;258;34;13,17829457
10/10/2011;162;18;11,11111111
10/10/2012;195;28;14,35897436
10/10/2013;177;18;10,16949153
10/10/2014;203;15;7,389162562
10/10/2015;207;35;16,90821256
10/10/2016;170;16;9,411764706
10/10/2017;123;9;7,317073171
10/10/2018;124;15;12,09677419
10/10/2019;159;17;10,6918239
10/10/2020;233;19;8,154506438
10/11/2007;195;32;16,41025641
10/11/2008;146;18;12,32876712
10/11/2009;153;18;11,76470588
10/11/2010;192;21;10,9375
